
"* 통계표ID : DT_1IN1002"
"* 통계표명 : 인구, 가구 및 주택 - 읍면동"
"* 수록기간 : ( 5년 : 2010 ~ 2010 )"
"* 출처 : 통계청 조사관리국 인구총조사과"
"* 파일생성일자 : 2013/08/29 16:50:19"

[주석 정보]
"통계표","주1) 가구형태"
,"
       - 일반가구(가구구분 항목 ①~④, 일반가구 내 외국인도 포함)"
,"
         ? 가족으로 이루어진 가구"
,"
         ? 가족과 5인 이하의 남남이 함께 사는 가구"
,"
         ? 1인가구"
,"
         ? 가족이 아닌 남남끼리 함께 사는 5인 이하의 가구"
,"
       - 집단가구"
,"
         ? 비혈연 6인 이상 가구 : 가족이 아닌 남남끼리 함께 사는 6인 이상의 가구(가구구분 항목 ⑤)"
,"
         ? 집단시설가구 : 기숙사나 노인요양시설?보육원 등 사회시설에 집단으로 살고 있는 가구"
,"
       - 외국인가구 : 외국인으로만 구성된 가구"
,"
 주2) 주택이외의 거처에는 오피스텔, 호텔·여관 등 숙박업소의 객실, 기숙사 및 특수 사회시설, 판잣집·비닐하우스 등이 있음"
,"
 주3) 파주시 진동면(3120021)의 (인구/가구/주택)은 파주시 군내면(3120038)에 포함"

[분류/항목 정보]
분류코드,분류/항목명,분류값,분류값명,단위,가중치
"'A","행정구역별(읍면동)","'34370","예산군",,
"'A","행정구역별(읍면동)","'3437011","예산읍",,
"'A","행정구역별(읍면동)","'3437012","삽교읍",,
"'A","행정구역별(읍면동)","'3437031","대술면",,
"'A","행정구역별(읍면동)","'3437032","신양면",,
"'A","행정구역별(읍면동)","'3437033","광시면",,
"'A","행정구역별(읍면동)","'3437034","대흥면",,
"'A","행정구역별(읍면동)","'3437035","응봉면",,
"'A","행정구역별(읍면동)","'3437036","덕산면",,
"'A","행정구역별(읍면동)","'3437037","봉산면",,
"'A","행정구역별(읍면동)","'3437038","고덕면",,
"'A","행정구역별(읍면동)","'3437039","신암면",,
"'A","행정구역별(읍면동)","'3437040","오가면",,
"'A","행정구역별(읍면동)","'34380","태안군",,
"'A","행정구역별(읍면동)","'3438011","태안읍",,
"'A","행정구역별(읍면동)","'3438012","안면읍",,
"'A","행정구역별(읍면동)","'3438031","고남면",,
"'A","행정구역별(읍면동)","'3438032","남면",,
"'A","행정구역별(읍면동)","'3438033","근흥면",,
"'A","행정구역별(읍면동)","'3438034","소원면",,
"'A","행정구역별(읍면동)","'3438035","원북면",,
"'A","행정구역별(읍면동)","'3438036","이원면",,
"'A","행정구역별(읍면동)","'34390","당진군",,
"'A","행정구역별(읍면동)","'3439011","당진읍",,
"'A","행정구역별(읍면동)","'3439012","합덕읍",,
"'A","행정구역별(읍면동)","'3439013","송악읍",,
"'A","행정구역별(읍면동)","'3439031","고대면",,
"'A","행정구역별(읍면동)","'3439032","석문면",,
"'A","행정구역별(읍면동)","'3439033","대호지면",,
"'A","행정구역별(읍면동)","'3439034","정미면",,
"'A","행정구역별(읍면동)","'3439035","면천면",,
"'A","행정구역별(읍면동)","'3439036","순성면",,
"'A","행정구역별(읍면동)","'3439037","우강면",,
"'A","행정구역별(읍면동)","'3439038","신평면",,
"'A","행정구역별(읍면동)","'3439040","송산면",,
"'A","행정구역별(읍면동)","'35","전라북도",,
"'A","행정구역별(읍면동)","'35003","동부",,
"'A","행정구역별(읍면동)","'35004","읍부",,
"'A","행정구역별(읍면동)","'35005","면부",,
"'A","행정구역별(읍면동)","'35010","전주시",,
"'A","행정구역별(읍면동)","'35011","완산구",,
"'A","행정구역별(읍면동)","'3501160","동서학동",,
"'A","행정구역별(읍면동)","'3501161","서서학동",,
"'A","행정구역별(읍면동)","'3501162","중화산1동",,
"'A","행정구역별(읍면동)","'3501163","중화산2동",,
"'A","행정구역별(읍면동)","'3501164","평화1동",,
"'A","행정구역별(읍면동)","'3501165","평화2동",,
"'A","행정구역별(읍면동)","'3501166","서신동",,
"'A","행정구역별(읍면동)","'3501167","삼천1동",,
"'A","행정구역별(읍면동)","'3501168","삼천2동",,
"'A","행정구역별(읍면동)","'3501169","삼천3동",,
"'A","행정구역별(읍면동)","'3501170","효자1동",,
"'A","행정구역별(읍면동)","'3501171","효자2동",,
"'A","행정구역별(읍면동)","'3501172","효자3동",,
"'A","행정구역별(읍면동)","'3501173","효자4동",,
"'A","행정구역별(읍면동)","'3501174","중앙동",,
"'A","행정구역별(읍면동)","'3501175","풍남동",,
"'A","행정구역별(읍면동)","'3501176","노송동",,
"'A","행정구역별(읍면동)","'3501177","완산동",,
"'A","행정구역별(읍면동)","'35012","덕진구",,
"'A","행정구역별(읍면동)","'3501254","인후1동",,
"'A","행정구역별(읍면동)","'3501255","인후2동",,
"'A","행정구역별(읍면동)","'3501256","인후3동",,
"'A","행정구역별(읍면동)","'3501257","덕진동",,
"'A","행정구역별(읍면동)","'3501258","금암1동",,
"'A","행정구역별(읍면동)","'3501259","금암2동",,
"'A","행정구역별(읍면동)","'3501260","팔복동",,
"'A","행정구역별(읍면동)","'3501261","우아1동",,
"'A","행정구역별(읍면동)","'3501262","우아2동",,
"'A","행정구역별(읍면동)","'3501263","호성동",,
"'A","행정구역별(읍면동)","'3501265","송천1동",,
"'A","행정구역별(읍면동)","'3501266","송천2동",,
"'A","행정구역별(읍면동)","'3501267","조촌동",,
"'A","행정구역별(읍면동)","'3501268","동산동",,
"'A","행정구역별(읍면동)","'3501269","진북동",,
"'A","행정구역별(읍면동)","'35020","군산시",,
"'A","행정구역별(읍면동)","'3502011","옥구읍",,
"'A","행정구역별(읍면동)","'3502031","옥산면",,
"'A","행정구역별(읍면동)","'3502032","회현면",,
"'A","행정구역별(읍면동)","'3502033","임피면",,
"'A","행정구역별(읍면동)","'3502034","서수면",,
"'A","행정구역별(읍면동)","'3502035","대야면",,
"'A","행정구역별(읍면동)","'3502036","개정면",,
"'A","행정구역별(읍면동)","'3502037","성산면",,
"'A","행정구역별(읍면동)","'3502038","나포면",,
"'A","행정구역별(읍면동)","'3502039","옥도면",,
"'A","행정구역별(읍면동)","'3502040","옥서면",,
"'A","행정구역별(읍면동)","'3502051","해신동",,
"'A","행정구역별(읍면동)","'3502053","월명동",,
"'A","행정구역별(읍면동)","'3502055","신풍동",,
"'A","행정구역별(읍면동)","'3502056","삼학동",,
"'A","행정구역별(읍면동)","'3502060","중앙동",,
"'A","행정구역별(읍면동)","'3502064","흥남동",,
"'A","행정구역별(읍면동)","'3502065","조촌동",,
"'A","행정구역별(읍면동)","'3502066","경암동",,
"'A","행정구역별(읍면동)","'3502067","구암동",,
"'A","행정구역별(읍면동)","'3502068","개정동",,
"'A","행정구역별(읍면동)","'3502069","수송동",,
"'A","행정구역별(읍면동)","'3502070","나운1동",,
"'A","행정구역별(읍면동)","'3502071","나운2동",,
"'A","행정구역별(읍면동)","'3502072","소룡동",,
"'A","행정구역별(읍면동)","'3502073","미성동",,
"'A","행정구역별(읍면동)","'3502074","나운3동",,
"'A","행정구역별(읍면동)","'35030","익산시",,
"'A","행정구역별(읍면동)","'3503011","함열읍",,
"'A","행정구역별(읍면동)","'3503031","오산면",,
"'A","행정구역별(읍면동)","'3503032","황등면",,
"'A","행정구역별(읍면동)","'3503033","함라면",,
"'A","행정구역별(읍면동)","'3503034","웅포면",,
"'A","행정구역별(읍면동)","'3503035","성당면",,
"'A","행정구역별(읍면동)","'3503036","용안면",,
"'A","행정구역별(읍면동)","'3503037","낭산면",,
"'A","행정구역별(읍면동)","'3503038","망성면",,
"'A","행정구역별(읍면동)","'3503039","여산면",,
"'A","행정구역별(읍면동)","'3503040","금마면",,
"'A","행정구역별(읍면동)","'3503041","왕궁면",,
"'A","행정구역별(읍면동)","'3503042","춘포면",,
"'A","행정구역별(읍면동)","'3503043","삼기면",,
"'A","행정구역별(읍면동)","'3503044","용동면",,
"'A","행정구역별(읍면동)","'3503051","중앙동",,
"'A","행정구역별(읍면동)","'3503053","평화동",,
"'A","행정구역별(읍면동)","'3503055","인화동",,
"'A","행정구역별(읍면동)","'3503057","동산동",,
"'A","행정구역별(읍면동)","'3503058","마동",,
"'A","행정구역별(읍면동)","'3503059","남중동",,
"'A","행정구역별(읍면동)","'3503061","모현동",,
"'A","행정구역별(읍면동)","'3503062","송학동",,
"'A","행정구역별(읍면동)","'3503065","신동",,
"'A","행정구역별(읍면동)","'3503066","영등1동",,
"'A","행정구역별(읍면동)","'3503069","팔봉동",,
"'A","행정구역별(읍면동)","'3503070","삼성동",,
"'A","행정구역별(읍면동)","'3503071","영등2동",,
"'A","행정구역별(읍면동)","'3503072","어양동",,
"'A","행정구역별(읍면동)","'35040","정읍시",,
"'A","행정구역별(읍면동)","'3504011","신태인읍",,
"'A","행정구역별(읍면동)","'3504031","북면",,
"'A","행정구역별(읍면동)","'3504032","입암면",,
"'A","행정구역별(읍면동)","'3504033","소성면",,
"'A","행정구역별(읍면동)","'3504034","고부면",,
"'A","행정구역별(읍면동)","'3504035","영원면",,
"'A","행정구역별(읍면동)","'3504036","덕천면",,
"'A","행정구역별(읍면동)","'3504037","이평면",,
"'A","행정구역별(읍면동)","'3504038","정우면",,
"'A","행정구역별(읍면동)","'3504039","태인면",,
"'A","행정구역별(읍면동)","'3504040","감곡면",,
"'A","행정구역별(읍면동)","'3504041","옹동면",,
"'A","행정구역별(읍면동)","'3504042","칠보면",,
"'A","행정구역별(읍면동)","'3504043","산내면",,
"'A","행정구역별(읍면동)","'3504044","산외면",,
"'A","행정구역별(읍면동)","'3504051","수성동",,
"'A","행정구역별(읍면동)","'3504052","장명동",,
"'A","행정구역별(읍면동)","'3504053","내장상동",,
"'A","행정구역별(읍면동)","'3504054","시기동",,
"'A","행정구역별(읍면동)","'3504056","시기3동",,
"'A","행정구역별(읍면동)","'3504057","연지동",,
"'A","행정구역별(읍면동)","'3504058","농소동",,
"'A","행정구역별(읍면동)","'3504059","상교동",,
"'A","행정구역별(읍면동)","'35050","남원시",,
"'A","행정구역별(읍면동)","'3505011","운봉읍",,
"'A","행정구역별(읍면동)","'3505031","주천면",,
"'A","행정구역별(읍면동)","'3505032","수지면",,
"'A","행정구역별(읍면동)","'3505033","송동면",,
"'A","행정구역별(읍면동)","'3505034","주생면",,
"'A","행정구역별(읍면동)","'3505035","금지면",,
"'A","행정구역별(읍면동)","'3505036","대강면",,
"'A","행정구역별(읍면동)","'3505037","대산면",,
"'A","행정구역별(읍면동)","'3505038","사매면",,
"'A","행정구역별(읍면동)","'3505039","덕과면",,
"'A","행정구역별(읍면동)","'3505040","보절면",,
"'A","행정구역별(읍면동)","'3505041","산동면",,
"'A","행정구역별(읍면동)","'3505042","이백면",,
"'A","행정구역별(읍면동)","'3505043","인월면",,
"'A","행정구역별(읍면동)","'3505044","아영면",,
"'A","행정구역별(읍면동)","'3505045","산내면",,
"'A","행정구역별(읍면동)","'3505051","동충동",,
"'A","행정구역별(읍면동)","'3505052","죽항동",,
"'A","행정구역별(읍면동)","'3505054","노암동",,
"'A","행정구역별(읍면동)","'3505055","금동",,
"'A","행정구역별(읍면동)","'3505056","왕정동",,
"'A","행정구역별(읍면동)","'3505057","향교동",,
"'A","행정구역별(읍면동)","'3505059","도통동",,
"'A","행정구역별(읍면동)","'35060","김제시",,
"'A","행정구역별(읍면동)","'3506011","만경읍",,
"'A","행정구역별(읍면동)","'3506031","죽산면",,
"'A","행정구역별(읍면동)","'3506032","백산면",,
"'A","행정구역별(읍면동)","'3506033","용지면",,
"'A","행정구역별(읍면동)","'3506034","백구면",,
"'A","행정구역별(읍면동)","'3506035","부량면",,
"'A","행정구역별(읍면동)","'3506036","공덕면",,
"'A","행정구역별(읍면동)","'3506037","청하면",,
"'A","행정구역별(읍면동)","'3506038","성덕면",,
"'A","행정구역별(읍면동)","'3506039","진봉면",,
"'A","행정구역별(읍면동)","'3506040","금구면",,
"'A","행정구역별(읍면동)","'3506041","봉남면",,
"'A","행정구역별(읍면동)","'3506042","황산면",,
"'A","행정구역별(읍면동)","'3506043","금산면",,
"'A","행정구역별(읍면동)","'3506044","광활면",,
"'A","행정구역별(읍면동)","'3506051","요촌동",,
"'A","행정구역별(읍면동)","'3506052","신풍동",,
"'A","행정구역별(읍면동)","'3506054","검산동",,
"'A","행정구역별(읍면동)","'3506057","교동월촌동",,
"'A","행정구역별(읍면동)","'35310","완주군",,
"'A","행정구역별(읍면동)","'3531011","삼례읍",,
"'A","행정구역별(읍면동)","'3531012","봉동읍",,
"'A","행정구역별(읍면동)","'3531031","용진면",,
"'A","행정구역별(읍면동)","'3531032","상관면",,
"'A","행정구역별(읍면동)","'3531033","이서면",,
"'A","행정구역별(읍면동)","'3531034","소양면",,
"'A","행정구역별(읍면동)","'3531035","구이면",,
"'A","행정구역별(읍면동)","'3531036","고산면",,
"'A","행정구역별(읍면동)","'3531037","비봉면",,
"'A","행정구역별(읍면동)","'3531038","운주면",,
"'A","행정구역별(읍면동)","'3531039","화산면",,
"'A","행정구역별(읍면동)","'3531040","동상면",,
"'A","행정구역별(읍면동)","'3531041","경천면",,
"'A","행정구역별(읍면동)","'35320","진안군",,
"'A","행정구역별(읍면동)","'3532011","진안읍",,
"'A","행정구역별(읍면동)","'3532031","용담면",,
"'A","행정구역별(읍면동)","'3532032","안천면",,
"'A","행정구역별(읍면동)","'3532033","동향면",,
"'A","행정구역별(읍면동)","'3532034","상전면",,
"'A","행정구역별(읍면동)","'3532035","백운면",,
"'A","행정구역별(읍면동)","'3532036","성수면",,
"'A","행정구역별(읍면동)","'3532037","마령면",,
"'A","행정구역별(읍면동)","'3532038","부귀면",,
"'A","행정구역별(읍면동)","'3532039","정천면",,
"'A","행정구역별(읍면동)","'3532040","주천면",,
"'A","행정구역별(읍면동)","'35330","무주군",,
"'A","행정구역별(읍면동)","'3533011","무주읍",,
"'A","행정구역별(읍면동)","'3533031","무풍면",,
"'A","행정구역별(읍면동)","'3533032","설천면",,
"'A","행정구역별(읍면동)","'3533033","적상면",,
"'A","행정구역별(읍면동)","'3533034","안성면",,
"'A","행정구역별(읍면동)","'3533035","부남면",,
"'A","행정구역별(읍면동)","'35340","장수군",,
"'A","행정구역별(읍면동)","'3534011","장수읍",,
"'A","행정구역별(읍면동)","'3534031","산서면",,
"'A","행정구역별(읍면동)","'3534032","번암면",,
"'A","행정구역별(읍면동)","'3534033","장계면",,
"'A","행정구역별(읍면동)","'3534034","천천면",,
"'A","행정구역별(읍면동)","'3534035","계남면",,
"'A","행정구역별(읍면동)","'3534036","계북면",,
"'A","행정구역별(읍면동)","'35350","임실군",,
"'A","행정구역별(읍면동)","'3535011","임실읍",,
"'A","행정구역별(읍면동)","'3535031","청웅면",,
"'A","행정구역별(읍면동)","'3535032","운암면",,
"'A","행정구역별(읍면동)","'3535033","신평면",,
"'A","행정구역별(읍면동)","'3535034","성수면",,
"'A","행정구역별(읍면동)","'3535035","오수면",,
"'A","행정구역별(읍면동)","'3535036","신덕면",,
"'A","행정구역별(읍면동)","'3535037","삼계면",,
"'A","행정구역별(읍면동)","'3535038","관촌면",,
"'A","행정구역별(읍면동)","'3535039","강진면",,
"'A","행정구역별(읍면동)","'3535040","덕치면",,
"'A","행정구역별(읍면동)","'3535041","지사면",,
"'A","행정구역별(읍면동)","'35360","순창군",,
"'A","행정구역별(읍면동)","'3536011","순창읍",,
"'A","행정구역별(읍면동)","'3536031","인계면",,
"'A","행정구역별(읍면동)","'3536032","동계면",,
"'A","행정구역별(읍면동)","'3536033","적성면",,
"'A","행정구역별(읍면동)","'3536034","유등면",,
"'A","행정구역별(읍면동)","'3536035","풍산면",,
"'A","행정구역별(읍면동)","'3536036","금과면",,
"'A","행정구역별(읍면동)","'3536037","팔덕면",,
"'A","행정구역별(읍면동)","'3536038","복흥면",,
"'A","행정구역별(읍면동)","'3536039","쌍치면",,
"'A","행정구역별(읍면동)","'3536040","구림면",,
"'A","행정구역별(읍면동)","'35370","고창군",,
"'A","행정구역별(읍면동)","'3537011","고창읍",,
"'A","행정구역별(읍면동)","'3537031","고수면",,
"'A","행정구역별(읍면동)","'3537032","아산면",,
"'A","행정구역별(읍면동)","'3537033","무장면",,
"'A","행정구역별(읍면동)","'3537034","공음면",,
"'A","행정구역별(읍면동)","'3537035","상하면",,
"'A","행정구역별(읍면동)","'3537036","해리면",,
"'A","행정구역별(읍면동)","'3537037","성송면",,
