
"* 통계표ID : DT_1IN1002"
"* 통계표명 : 인구, 가구 및 주택 - 읍면동"
"* 수록기간 : ( 5년 : 2010 ~ 2010 )"
"* 출처 : 통계청 조사관리국 인구총조사과"
"* 파일생성일자 : 2013/08/29 16:50:19"

[주석 정보]
"통계표","주1) 가구형태"
,"
       - 일반가구(가구구분 항목 ①~④, 일반가구 내 외국인도 포함)"
,"
         ? 가족으로 이루어진 가구"
,"
         ? 가족과 5인 이하의 남남이 함께 사는 가구"
,"
         ? 1인가구"
,"
         ? 가족이 아닌 남남끼리 함께 사는 5인 이하의 가구"
,"
       - 집단가구"
,"
         ? 비혈연 6인 이상 가구 : 가족이 아닌 남남끼리 함께 사는 6인 이상의 가구(가구구분 항목 ⑤)"
,"
         ? 집단시설가구 : 기숙사나 노인요양시설?보육원 등 사회시설에 집단으로 살고 있는 가구"
,"
       - 외국인가구 : 외국인으로만 구성된 가구"
,"
 주2) 주택이외의 거처에는 오피스텔, 호텔·여관 등 숙박업소의 객실, 기숙사 및 특수 사회시설, 판잣집·비닐하우스 등이 있음"
,"
 주3) 파주시 진동면(3120021)의 (인구/가구/주택)은 파주시 군내면(3120038)에 포함"

[분류/항목 정보]
분류코드,분류/항목명,분류값,분류값명,단위,가중치
"'A","행정구역별(읍면동)","'36040","나주시",,
"'A","행정구역별(읍면동)","'3604011","남평읍",,
"'A","행정구역별(읍면동)","'3604031","세지면",,
"'A","행정구역별(읍면동)","'3604032","왕곡면",,
"'A","행정구역별(읍면동)","'3604033","반남면",,
"'A","행정구역별(읍면동)","'3604034","공산면",,
"'A","행정구역별(읍면동)","'3604035","동강면",,
"'A","행정구역별(읍면동)","'3604036","다시면",,
"'A","행정구역별(읍면동)","'3604037","문평면",,
"'A","행정구역별(읍면동)","'3604038","노안면",,
"'A","행정구역별(읍면동)","'3604039","금천면",,
"'A","행정구역별(읍면동)","'3604040","산포면",,
"'A","행정구역별(읍면동)","'3604041","다도면",,
"'A","행정구역별(읍면동)","'3604042","봉황면",,
"'A","행정구역별(읍면동)","'3604051","송월동",,
"'A","행정구역별(읍면동)","'3604052","영강동",,
"'A","행정구역별(읍면동)","'3604054","금남동",,
"'A","행정구역별(읍면동)","'3604055","성북동",,
"'A","행정구역별(읍면동)","'3604058","영산동",,
"'A","행정구역별(읍면동)","'3604060","이창동",,
"'A","행정구역별(읍면동)","'36060","광양시",,
"'A","행정구역별(읍면동)","'3606011","광양읍",,
"'A","행정구역별(읍면동)","'3606031","봉강면",,
"'A","행정구역별(읍면동)","'3606032","옥룡면",,
"'A","행정구역별(읍면동)","'3606033","옥곡면",,
"'A","행정구역별(읍면동)","'3606034","진상면",,
"'A","행정구역별(읍면동)","'3606035","진월면",,
"'A","행정구역별(읍면동)","'3606036","다압면",,
"'A","행정구역별(읍면동)","'3606051","골약동",,
"'A","행정구역별(읍면동)","'3606053","중마동",,
"'A","행정구역별(읍면동)","'3606054","광영동",,
"'A","행정구역별(읍면동)","'3606055","태인동",,
"'A","행정구역별(읍면동)","'3606056","금호동",,
"'A","행정구역별(읍면동)","'36310","담양군",,
"'A","행정구역별(읍면동)","'3631011","담양읍",,
"'A","행정구역별(읍면동)","'3631031","봉산면",,
"'A","행정구역별(읍면동)","'3631032","고서면",,
"'A","행정구역별(읍면동)","'3631033","남면",,
"'A","행정구역별(읍면동)","'3631034","창평면",,
"'A","행정구역별(읍면동)","'3631035","대덕면",,
"'A","행정구역별(읍면동)","'3631036","무정면",,
"'A","행정구역별(읍면동)","'3631037","금성면",,
"'A","행정구역별(읍면동)","'3631038","용면",,
"'A","행정구역별(읍면동)","'3631039","월산면",,
"'A","행정구역별(읍면동)","'3631040","수북면",,
"'A","행정구역별(읍면동)","'3631041","대전면",,
"'A","행정구역별(읍면동)","'36320","곡성군",,
"'A","행정구역별(읍면동)","'3632011","곡성읍",,
"'A","행정구역별(읍면동)","'3632031","오곡면",,
"'A","행정구역별(읍면동)","'3632032","삼기면",,
"'A","행정구역별(읍면동)","'3632033","석곡면",,
"'A","행정구역별(읍면동)","'3632034","목사동면",,
"'A","행정구역별(읍면동)","'3632035","죽곡면",,
"'A","행정구역별(읍면동)","'3632036","고달면",,
"'A","행정구역별(읍면동)","'3632037","옥과면",,
"'A","행정구역별(읍면동)","'3632038","입면",,
"'A","행정구역별(읍면동)","'3632039","겸면",,
"'A","행정구역별(읍면동)","'3632040","오산면",,
"'A","행정구역별(읍면동)","'36330","구례군",,
"'A","행정구역별(읍면동)","'3633011","구례읍",,
"'A","행정구역별(읍면동)","'3633031","문척면",,
"'A","행정구역별(읍면동)","'3633032","간전면",,
"'A","행정구역별(읍면동)","'3633033","토지면",,
"'A","행정구역별(읍면동)","'3633034","마산면",,
"'A","행정구역별(읍면동)","'3633035","광의면",,
"'A","행정구역별(읍면동)","'3633036","용방면",,
"'A","행정구역별(읍면동)","'3633037","산동면",,
"'A","행정구역별(읍면동)","'36350","고흥군",,
"'A","행정구역별(읍면동)","'3635011","고흥읍",,
"'A","행정구역별(읍면동)","'3635012","도양읍",,
"'A","행정구역별(읍면동)","'3635031","풍양면",,
"'A","행정구역별(읍면동)","'3635032","도덕면",,
"'A","행정구역별(읍면동)","'3635033","금산면",,
"'A","행정구역별(읍면동)","'3635034","도화면",,
"'A","행정구역별(읍면동)","'3635035","포두면",,
"'A","행정구역별(읍면동)","'3635036","봉래면",,
"'A","행정구역별(읍면동)","'3635037","동일면",,
"'A","행정구역별(읍면동)","'3635038","점암면",,
"'A","행정구역별(읍면동)","'3635039","영남면",,
"'A","행정구역별(읍면동)","'3635040","과역면",,
"'A","행정구역별(읍면동)","'3635041","남양면",,
"'A","행정구역별(읍면동)","'3635042","동강면",,
"'A","행정구역별(읍면동)","'3635043","대서면",,
"'A","행정구역별(읍면동)","'3635044","두원면",,
"'A","행정구역별(읍면동)","'36360","보성군",,
"'A","행정구역별(읍면동)","'3636011","보성읍",,
"'A","행정구역별(읍면동)","'3636012","벌교읍",,
"'A","행정구역별(읍면동)","'3636031","노동면",,
"'A","행정구역별(읍면동)","'3636032","미력면",,
"'A","행정구역별(읍면동)","'3636033","겸백면",,
"'A","행정구역별(읍면동)","'3636034","율어면",,
"'A","행정구역별(읍면동)","'3636035","복내면",,
"'A","행정구역별(읍면동)","'3636036","문덕면",,
"'A","행정구역별(읍면동)","'3636037","조성면",,
"'A","행정구역별(읍면동)","'3636038","득량면",,
"'A","행정구역별(읍면동)","'3636039","회천면",,
"'A","행정구역별(읍면동)","'3636040","웅치면",,
"'A","행정구역별(읍면동)","'36370","화순군",,
"'A","행정구역별(읍면동)","'3637011","화순읍",,
"'A","행정구역별(읍면동)","'3637031","한천면",,
"'A","행정구역별(읍면동)","'3637032","춘양면",,
"'A","행정구역별(읍면동)","'3637033","청풍면",,
"'A","행정구역별(읍면동)","'3637034","이양면",,
"'A","행정구역별(읍면동)","'3637035","능주면",,
"'A","행정구역별(읍면동)","'3637036","도곡면",,
"'A","행정구역별(읍면동)","'3637037","도암면",,
"'A","행정구역별(읍면동)","'3637038","이서면",,
"'A","행정구역별(읍면동)","'3637039","북면",,
"'A","행정구역별(읍면동)","'3637040","동복면",,
"'A","행정구역별(읍면동)","'3637041","남면",,
"'A","행정구역별(읍면동)","'3637042","동면",,
"'A","행정구역별(읍면동)","'36380","장흥군",,
"'A","행정구역별(읍면동)","'3638011","장흥읍",,
"'A","행정구역별(읍면동)","'3638012","관산읍",,
"'A","행정구역별(읍면동)","'3638013","대덕읍",,
"'A","행정구역별(읍면동)","'3638031","용산면",,
"'A","행정구역별(읍면동)","'3638032","안양면",,
"'A","행정구역별(읍면동)","'3638033","장동면",,
"'A","행정구역별(읍면동)","'3638034","장평면",,
"'A","행정구역별(읍면동)","'3638035","유치면",,
"'A","행정구역별(읍면동)","'3638036","부산면",,
"'A","행정구역별(읍면동)","'3638037","회진면",,
"'A","행정구역별(읍면동)","'36390","강진군",,
"'A","행정구역별(읍면동)","'3639011","강진읍",,
"'A","행정구역별(읍면동)","'3639031","군동면",,
"'A","행정구역별(읍면동)","'3639032","칠량면",,
"'A","행정구역별(읍면동)","'3639033","대구면",,
"'A","행정구역별(읍면동)","'3639034","마량면",,
"'A","행정구역별(읍면동)","'3639035","도암면",,
"'A","행정구역별(읍면동)","'3639036","신전면",,
"'A","행정구역별(읍면동)","'3639037","성전면",,
"'A","행정구역별(읍면동)","'3639038","작천면",,
"'A","행정구역별(읍면동)","'3639039","병영면",,
"'A","행정구역별(읍면동)","'3639040","옴천면",,
"'A","행정구역별(읍면동)","'36400","해남군",,
"'A","행정구역별(읍면동)","'3640011","해남읍",,
"'A","행정구역별(읍면동)","'3640031","삼산면",,
"'A","행정구역별(읍면동)","'3640032","화산면",,
"'A","행정구역별(읍면동)","'3640033","현산면",,
"'A","행정구역별(읍면동)","'3640034","송지면",,
"'A","행정구역별(읍면동)","'3640035","북평면",,
"'A","행정구역별(읍면동)","'3640036","북일면",,
"'A","행정구역별(읍면동)","'3640037","옥천면",,
"'A","행정구역별(읍면동)","'3640038","계곡면",,
"'A","행정구역별(읍면동)","'3640039","마산면",,
"'A","행정구역별(읍면동)","'3640040","황산면",,
"'A","행정구역별(읍면동)","'3640041","산이면",,
"'A","행정구역별(읍면동)","'3640042","문내면",,
"'A","행정구역별(읍면동)","'3640043","화원면",,
"'A","행정구역별(읍면동)","'36410","영암군",,
"'A","행정구역별(읍면동)","'3641011","영암읍",,
"'A","행정구역별(읍면동)","'3641012","삼호읍",,
"'A","행정구역별(읍면동)","'3641031","덕진면",,
"'A","행정구역별(읍면동)","'3641032","금정면",,
"'A","행정구역별(읍면동)","'3641033","신북면",,
"'A","행정구역별(읍면동)","'3641034","시종면",,
"'A","행정구역별(읍면동)","'3641035","도포면",,
"'A","행정구역별(읍면동)","'3641036","군서면",,
"'A","행정구역별(읍면동)","'3641037","서호면",,
"'A","행정구역별(읍면동)","'3641038","학산면",,
"'A","행정구역별(읍면동)","'3641039","미암면",,
"'A","행정구역별(읍면동)","'36420","무안군",,
"'A","행정구역별(읍면동)","'3642011","무안읍",,
"'A","행정구역별(읍면동)","'3642012","일로읍",,
"'A","행정구역별(읍면동)","'3642031","삼향면",,
"'A","행정구역별(읍면동)","'3642032","몽탄면",,
"'A","행정구역별(읍면동)","'3642033","청계면",,
"'A","행정구역별(읍면동)","'3642034","현경면",,
"'A","행정구역별(읍면동)","'3642035","망운면",,
"'A","행정구역별(읍면동)","'3642036","해제면",,
"'A","행정구역별(읍면동)","'3642037","운남면",,
"'A","행정구역별(읍면동)","'36430","함평군",,
"'A","행정구역별(읍면동)","'3643011","함평읍",,
"'A","행정구역별(읍면동)","'3643031","손불면",,
"'A","행정구역별(읍면동)","'3643032","신광면",,
"'A","행정구역별(읍면동)","'3643033","학교면",,
"'A","행정구역별(읍면동)","'3643034","엄다면",,
"'A","행정구역별(읍면동)","'3643035","대동면",,
"'A","행정구역별(읍면동)","'3643036","나산면",,
"'A","행정구역별(읍면동)","'3643037","해보면",,
"'A","행정구역별(읍면동)","'3643038","월야면",,
"'A","행정구역별(읍면동)","'36440","영광군",,
"'A","행정구역별(읍면동)","'3644011","영광읍",,
"'A","행정구역별(읍면동)","'3644012","백수읍",,
"'A","행정구역별(읍면동)","'3644013","홍농읍",,
"'A","행정구역별(읍면동)","'3644031","대마면",,
"'A","행정구역별(읍면동)","'3644032","묘량면",,
"'A","행정구역별(읍면동)","'3644033","불갑면",,
"'A","행정구역별(읍면동)","'3644034","군서면",,
"'A","행정구역별(읍면동)","'3644035","군남면",,
"'A","행정구역별(읍면동)","'3644036","염산면",,
"'A","행정구역별(읍면동)","'3644037","법성면",,
"'A","행정구역별(읍면동)","'3644038","낙월면",,
"'A","행정구역별(읍면동)","'36450","장성군",,
"'A","행정구역별(읍면동)","'3645011","장성읍",,
"'A","행정구역별(읍면동)","'3645031","진원면",,
"'A","행정구역별(읍면동)","'3645032","남면",,
"'A","행정구역별(읍면동)","'3645033","동화면",,
"'A","행정구역별(읍면동)","'3645034","삼서면",,
"'A","행정구역별(읍면동)","'3645035","삼계면",,
"'A","행정구역별(읍면동)","'3645036","황룡면",,
"'A","행정구역별(읍면동)","'3645037","서삼면",,
"'A","행정구역별(읍면동)","'3645038","북일면",,
"'A","행정구역별(읍면동)","'3645039","북이면",,
"'A","행정구역별(읍면동)","'3645040","북하면",,
"'A","행정구역별(읍면동)","'36460","완도군",,
"'A","행정구역별(읍면동)","'3646011","완도읍",,
"'A","행정구역별(읍면동)","'3646012","금일읍",,
"'A","행정구역별(읍면동)","'3646013","노화읍",,
"'A","행정구역별(읍면동)","'3646031","군외면",,
"'A","행정구역별(읍면동)","'3646032","신지면",,
"'A","행정구역별(읍면동)","'3646033","고금면",,
"'A","행정구역별(읍면동)","'3646034","약산면",,
"'A","행정구역별(읍면동)","'3646035","청산면",,
"'A","행정구역별(읍면동)","'3646036","소안면",,
"'A","행정구역별(읍면동)","'3646037","금당면",,
"'A","행정구역별(읍면동)","'3646038","보길면",,
"'A","행정구역별(읍면동)","'3646039","생일면",,
"'A","행정구역별(읍면동)","'36470","진도군",,
"'A","행정구역별(읍면동)","'3647011","진도읍",,
"'A","행정구역별(읍면동)","'3647031","군내면",,
"'A","행정구역별(읍면동)","'3647032","고군면",,
"'A","행정구역별(읍면동)","'3647033","의신면",,
"'A","행정구역별(읍면동)","'3647034","임회면",,
"'A","행정구역별(읍면동)","'3647035","지산면",,
"'A","행정구역별(읍면동)","'3647036","조도면",,
"'A","행정구역별(읍면동)","'36480","신안군",,
"'A","행정구역별(읍면동)","'3648011","지도읍",,
"'A","행정구역별(읍면동)","'3648031","증도면",,
"'A","행정구역별(읍면동)","'3648032","임자면",,
"'A","행정구역별(읍면동)","'3648033","자은면",,
"'A","행정구역별(읍면동)","'3648034","비금면",,
"'A","행정구역별(읍면동)","'3648035","도초면",,
"'A","행정구역별(읍면동)","'3648036","흑산면",,
"'A","행정구역별(읍면동)","'3648037","하의면",,
"'A","행정구역별(읍면동)","'3648038","신의면",,
"'A","행정구역별(읍면동)","'3648039","장산면",,
"'A","행정구역별(읍면동)","'3648040","안좌면",,
"'A","행정구역별(읍면동)","'3648041","팔금면",,
"'A","행정구역별(읍면동)","'3648042","암태면",,
"'A","행정구역별(읍면동)","'3648043","압해면",,
"'A","행정구역별(읍면동)","'37","경상북도",,
"'A","행정구역별(읍면동)","'37003","동부",,
"'A","행정구역별(읍면동)","'37004","읍부",,
"'A","행정구역별(읍면동)","'37005","면부",,
"'A","행정구역별(읍면동)","'37010","포항시",,
"'A","행정구역별(읍면동)","'37011","남구",,
"'A","행정구역별(읍면동)","'3701111","구룡포읍",,
"'A","행정구역별(읍면동)","'3701112","연일읍",,
"'A","행정구역별(읍면동)","'3701113","오천읍",,
"'A","행정구역별(읍면동)","'3701131","대송면",,
"'A","행정구역별(읍면동)","'3701132","동해면",,
"'A","행정구역별(읍면동)","'3701133","장기면",,
"'A","행정구역별(읍면동)","'3701135","호미곶면",,
"'A","행정구역별(읍면동)","'3701155","송도동",,
"'A","행정구역별(읍면동)","'3701156","청림동",,
"'A","행정구역별(읍면동)","'3701157","제철동",,
"'A","행정구역별(읍면동)","'3701158","효곡동",,
"'A","행정구역별(읍면동)","'3701159","대이동",,
"'A","행정구역별(읍면동)","'3701160","상대동",,
"'A","행정구역별(읍면동)","'3701161","해도동",,
"'A","행정구역별(읍면동)","'37012","북구",,
"'A","행정구역별(읍면동)","'3701211","흥해읍",,
"'A","행정구역별(읍면동)","'3701231","신광면",,
"'A","행정구역별(읍면동)","'3701232","청하면",,
"'A","행정구역별(읍면동)","'3701233","송라면",,
"'A","행정구역별(읍면동)","'3701234","기계면",,
"'A","행정구역별(읍면동)","'3701235","죽장면",,
"'A","행정구역별(읍면동)","'3701236","기북면",,
"'A","행정구역별(읍면동)","'3701258","양학동",,
"'A","행정구역별(읍면동)","'3701261","용흥동",,
"'A","행정구역별(읍면동)","'3701263","우창동",,
"'A","행정구역별(읍면동)","'3701264","두호동",,
"'A","행정구역별(읍면동)","'3701265","장량동",,
"'A","행정구역별(읍면동)","'3701266","환여동",,
"'A","행정구역별(읍면동)","'3701267","중앙동",,
"'A","행정구역별(읍면동)","'3701268","죽도동",,
"'A","행정구역별(읍면동)","'37020","경주시",,
"'A","행정구역별(읍면동)","'3702011","감포읍",,
"'A","행정구역별(읍면동)","'3702012","안강읍",,
"'A","행정구역별(읍면동)","'3702013","건천읍",,
"'A","행정구역별(읍면동)","'3702014","외동읍",,
"'A","행정구역별(읍면동)","'3702031","양북면",,
"'A","행정구역별(읍면동)","'3702032","양남면",,
"'A","행정구역별(읍면동)","'3702033","내남면",,
"'A","행정구역별(읍면동)","'3702034","산내면",,
"'A","행정구역별(읍면동)","'3702035","서면",,
"'A","행정구역별(읍면동)","'3702036","현곡면",,
"'A","행정구역별(읍면동)","'3702037","강동면",,
"'A","행정구역별(읍면동)","'3702038","천북면",,
"'A","행정구역별(읍면동)","'3702051","중부동",,
"'A","행정구역별(읍면동)","'3702055","성건동",,
"'A","행정구역별(읍면동)","'3702058","월성동",,
"'A","행정구역별(읍면동)","'3702059","선도동",,
"'A","행정구역별(읍면동)","'3702062","용강동",,
"'A","행정구역별(읍면동)","'3702063","황성동",,
"'A","행정구역별(읍면동)","'3702064","동천동",,
"'A","행정구역별(읍면동)","'3702066","불국동",,
"'A","행정구역별(읍면동)","'3702067","보덕동",,
"'A","행정구역별(읍면동)","'3702068","황오동",,
"'A","행정구역별(읍면동)","'3702069","황남동",,
"'A","행정구역별(읍면동)","'37030","김천시",,
"'A","행정구역별(읍면동)","'3703011","아포읍",,
"'A","행정구역별(읍면동)","'3703031","농소면",,
"'A","행정구역별(읍면동)","'3703032","남면",,
"'A","행정구역별(읍면동)","'3703033","개령면",,
"'A","행정구역별(읍면동)","'3703034","감문면",,
"'A","행정구역별(읍면동)","'3703035","어모면",,
"'A","행정구역별(읍면동)","'3703036","봉산면",,
"'A","행정구역별(읍면동)","'3703037","대항면",,
"'A","행정구역별(읍면동)","'3703038","감천면",,
"'A","행정구역별(읍면동)","'3703039","조마면",,
"'A","행정구역별(읍면동)","'3703040","구성면",,
"'A","행정구역별(읍면동)","'3703041","지례면",,
"'A","행정구역별(읍면동)","'3703042","부항면",,
"'A","행정구역별(읍면동)","'3703043","대덕면",,
"'A","행정구역별(읍면동)","'3703044","증산면",,
"'A","행정구역별(읍면동)","'3703055","양금동",,
"'A","행정구역별(읍면동)","'3703056","대신동",,
"'A","행정구역별(읍면동)","'3703058","대곡동",,
"'A","행정구역별(읍면동)","'3703059","지좌동",,
"'A","행정구역별(읍면동)","'3703060","자산동",,
"'A","행정구역별(읍면동)","'3703061","평화남산동",,
"'A","행정구역별(읍면동)","'37040","안동시",,
"'A","행정구역별(읍면동)","'3704011","풍산읍",,
"'A","행정구역별(읍면동)","'3704031","와룡면",,
"'A","행정구역별(읍면동)","'3704032","북후면",,
"'A","행정구역별(읍면동)","'3704033","서후면",,
"'A","행정구역별(읍면동)","'3704034","풍천면",,
"'A","행정구역별(읍면동)","'3704035","일직면",,
"'A","행정구역별(읍면동)","'3704036","남후면",,
"'A","행정구역별(읍면동)","'3704037","남선면",,
"'A","행정구역별(읍면동)","'3704038","임하면",,
"'A","행정구역별(읍면동)","'3704039","길안면",,
"'A","행정구역별(읍면동)","'3704040","임동면",,
"'A","행정구역별(읍면동)","'3704041","예안면",,
"'A","행정구역별(읍면동)","'3704042","도산면",,
"'A","행정구역별(읍면동)","'3704043","녹전면",,
"'A","행정구역별(읍면동)","'3704051","중구동",,
"'A","행정구역별(읍면동)","'3704052","명륜동",,
"'A","행정구역별(읍면동)","'3704054","용상동",,
"'A","행정구역별(읍면동)","'3704056","태화동",,
"'A","행정구역별(읍면동)","'3704058","평화동",,
"'A","행정구역별(읍면동)","'3704059","안기동",,
"'A","행정구역별(읍면동)","'3704060","옥동",,
"'A","행정구역별(읍면동)","'3704061","송하동",,
"'A","행정구역별(읍면동)","'3704062","서구동",,
"'A","행정구역별(읍면동)","'3704063","강남동",,
"'A","행정구역별(읍면동)","'37050","구미시",,
"'A","행정구역별(읍면동)","'3705011","선산읍",,
"'A","행정구역별(읍면동)","'3705012","고아읍",,
"'A","행정구역별(읍면동)","'3705031","무을면",,
"'A","행정구역별(읍면동)","'3705032","옥성면",,
"'A","행정구역별(읍면동)","'3705033","도개면",,
"'A","행정구역별(읍면동)","'3705034","해평면",,
"'A","행정구역별(읍면동)","'3705035","산동면",,
"'A","행정구역별(읍면동)","'3705036","장천면",,
"'A","행정구역별(읍면동)","'3705051","송정동",,
"'A","행정구역별(읍면동)","'3705052","원평1동",,
"'A","행정구역별(읍면동)","'3705053","원평2동",,
"'A","행정구역별(읍면동)","'3705055","도량동",,
"'A","행정구역별(읍면동)","'3705056","지산동",,
"'A","행정구역별(읍면동)","'3705057","선주원남동",,
"'A","행정구역별(읍면동)","'3705059","형곡1동",,
"'A","행정구역별(읍면동)","'3705060","형곡2동",,
"'A","행정구역별(읍면동)","'3705061","신평1동",,
"'A","행정구역별(읍면동)","'3705062","신평2동",,
"'A","행정구역별(읍면동)","'3705063","비산동",,
"'A","행정구역별(읍면동)","'3705064","공단1동",,
"'A","행정구역별(읍면동)","'3705065","공단2동",,
"'A","행정구역별(읍면동)","'3705066","광평동",,
"'A","행정구역별(읍면동)","'3705067","상모사곡동",,
"'A","행정구역별(읍면동)","'3705069","임오동",,
"'A","행정구역별(읍면동)","'3705070","인동동",,
"'A","행정구역별(읍면동)","'3705071","진미동",,
"'A","행정구역별(읍면동)","'3705072","양포동",,
"'A","행정구역별(읍면동)","'37060","영주시",,
"'A","행정구역별(읍면동)","'3706011","풍기읍",,
"'A","행정구역별(읍면동)","'3706031","이산면",,
"'A","행정구역별(읍면동)","'3706032","평은면",,
"'A","행정구역별(읍면동)","'3706033","문수면",,
"'A","행정구역별(읍면동)","'3706034","장수면",,
"'A","행정구역별(읍면동)","'3706035","안정면",,
"'A","행정구역별(읍면동)","'3706036","봉현면",,
"'A","행정구역별(읍면동)","'3706037","순흥면",,
"'A","행정구역별(읍면동)","'3706038","단산면",,
"'A","행정구역별(읍면동)","'3706039","부석면",,
"'A","행정구역별(읍면동)","'3706051","상망동",,
"'A","행정구역별(읍면동)","'3706053","하망동",,
"'A","행정구역별(읍면동)","'3706055","영주1동",,
"'A","행정구역별(읍면동)","'3706058","영주2동",,
"'A","행정구역별(읍면동)","'3706059","휴천1동",,
"'A","행정구역별(읍면동)","'3706060","휴천2동",,
"'A","행정구역별(읍면동)","'3706061","휴천3동",,
"'A","행정구역별(읍면동)","'3706062","가흥1동",,
"'A","행정구역별(읍면동)","'3706063","가흥2동",,
"'A","행정구역별(읍면동)","'37070","영천시",,
"'A","행정구역별(읍면동)","'3707011","금호읍",,
"'A","행정구역별(읍면동)","'3707031","청통면",,
"'A","행정구역별(읍면동)","'3707032","신녕면",,
"'A","행정구역별(읍면동)","'3707033","화산면",,
"'A","행정구역별(읍면동)","'3707034","화북면",,
"'A","행정구역별(읍면동)","'3707035","화남면",,
"'A","행정구역별(읍면동)","'3707036","자양면",,
"'A","행정구역별(읍면동)","'3707037","임고면",,
"'A","행정구역별(읍면동)","'3707038","고경면",,
"'A","행정구역별(읍면동)","'3707039","북안면",,
"'A","행정구역별(읍면동)","'3707040","대창면",,
"'A","행정구역별(읍면동)","'3707051","동부동",,
"'A","행정구역별(읍면동)","'3707052","중앙동",,
"'A","행정구역별(읍면동)","'3707053","서부동",,
"'A","행정구역별(읍면동)","'3707054","완산동",,
"'A","행정구역별(읍면동)","'3707055","남부동",,
"'A","행정구역별(읍면동)","'37080","상주시",,
"'A","행정구역별(읍면동)","'3708011","함창읍",,
"'A","행정구역별(읍면동)","'3708031","사벌면",,
"'A","행정구역별(읍면동)","'3708032","중동면",,
"'A","행정구역별(읍면동)","'3708033","낙동면",,
"'A","행정구역별(읍면동)","'3708034","청리면",,
"'A","행정구역별(읍면동)","'3708035","공성면",,
"'A","행정구역별(읍면동)","'3708036","외남면",,
"'A","행정구역별(읍면동)","'3708037","내서면",,
"'A","행정구역별(읍면동)","'3708038","모동면",,
"'A","행정구역별(읍면동)","'3708039","모서면",,
"'A","행정구역별(읍면동)","'3708040","화동면",,
"'A","행정구역별(읍면동)","'3708041","화서면",,
"'A","행정구역별(읍면동)","'3708042","화북면",,
"'A","행정구역별(읍면동)","'3708043","외서면",,
"'A","행정구역별(읍면동)","'3708044","은척면",,
"'A","행정구역별(읍면동)","'3708045","공검면",,
"'A","행정구역별(읍면동)","'3708046","이안면",,
"'A","행정구역별(읍면동)","'3708047","화남면",,
"'A","행정구역별(읍면동)","'3708052","남원동",,
"'A","행정구역별(읍면동)","'3708053","북문동",,
"'A","행정구역별(읍면동)","'3708054","계림동",,
"'A","행정구역별(읍면동)","'3708055","동문동",,
"'A","행정구역별(읍면동)","'3708056","동성동",,
"'A","행정구역별(읍면동)","'3708057","신흥동",,
"'A","행정구역별(읍면동)","'37090","문경시",,
"'A","행정구역별(읍면동)","'3709011","문경읍",,
"'A","행정구역별(읍면동)","'3709012","가은읍",,
"'A","행정구역별(읍면동)","'3709031","영순면",,
"'A","행정구역별(읍면동)","'3709032","산양면",,
"'A","행정구역별(읍면동)","'3709033","호계면",,
"'A","행정구역별(읍면동)","'3709034","산북면",,
"'A","행정구역별(읍면동)","'3709035","동로면",,
"'A","행정구역별(읍면동)","'3709036","마성면",,
"'A","행정구역별(읍면동)","'3709037","농암면",,
"'A","행정구역별(읍면동)","'3709057","점촌1동",,
"'A","행정구역별(읍면동)","'3709058","점촌2동",,
"'A","행정구역별(읍면동)","'3709059","점촌3동",,
"'A","행정구역별(읍면동)","'3709060","점촌4동",,
"'A","행정구역별(읍면동)","'3709061","점촌5동",,
"'A","행정구역별(읍면동)","'37100","경산시",,
"'A","행정구역별(읍면동)","'3710011","하양읍",,
"'A","행정구역별(읍면동)","'3710012","진량읍",,
"'A","행정구역별(읍면동)","'3710031","와촌면",,
"'A","행정구역별(읍면동)","'3710032","자인면",,
"'A","행정구역별(읍면동)","'3710033","용성면",,
"'A","행정구역별(읍면동)","'3710034","남산면",,
"'A","행정구역별(읍면동)","'3710035","압량면",,
"'A","행정구역별(읍면동)","'3710036","남천면",,
"'A","행정구역별(읍면동)","'3710051","중앙동",,
"'A","행정구역별(읍면동)","'3710052","동부동",,
"'A","행정구역별(읍면동)","'3710053","서부1동",,
"'A","행정구역별(읍면동)","'3710054","남부동",,
"'A","행정구역별(읍면동)","'3710055","북부동",,
"'A","행정구역별(읍면동)","'3710056","중방동",,
"'A","행정구역별(읍면동)","'3710057","서부2동",,
"'A","행정구역별(읍면동)","'37310","군위군",,
"'A","행정구역별(읍면동)","'3731011","군위읍",,
"'A","행정구역별(읍면동)","'3731031","소보면",,
"'A","행정구역별(읍면동)","'3731032","효령면",,
"'A","행정구역별(읍면동)","'3731033","부계면",,
"'A","행정구역별(읍면동)","'3731034","우보면",,
"'A","행정구역별(읍면동)","'3731035","의흥면",,
"'A","행정구역별(읍면동)","'3731036","산성면",,
"'A","행정구역별(읍면동)","'3731037","고로면",,
"'A","행정구역별(읍면동)","'37320","의성군",,
"'A","행정구역별(읍면동)","'3732011","의성읍",,
"'A","행정구역별(읍면동)","'3732031","단촌면",,
"'A","행정구역별(읍면동)","'3732032","점곡면",,
"'A","행정구역별(읍면동)","'3732033","옥산면",,
"'A","행정구역별(읍면동)","'3732034","사곡면",,
"'A","행정구역별(읍면동)","'3732035","춘산면",,
"'A","행정구역별(읍면동)","'3732036","가음면",,
"'A","행정구역별(읍면동)","'3732037","금성면",,
"'A","행정구역별(읍면동)","'3732038","봉양면",,
"'A","행정구역별(읍면동)","'3732039","비안면",,
